Accident ID,Date,Time,Location,Latitude,Longitude,Weather Condition,Road Condition,Vehicles Involved,Casualties,Cause
55f96afb,2023-05-31,19:09,"London, UK",-2.142207,144.900004,Fog,Icy,1,3,Reckless Driving
f2c6baee,2023-09-07,19:06,"London, UK",15.048444,73.472567,Fog,Gravel,1,2,Speeding
3e4f6555,2024-10-28,05:18,"Beijing, China",-18.380484,-174.086183,Hail,Under Construction,3,0,Weather Conditions
f13df42f,2023-02-09,10:05,"Paris, France",1.187639,108.457057,Fog,Icy,1,2,Weather Conditions
f02cd7b2,2024-11-02,09:55,"Mumbai, India",24.251732,-17.873161,Snow,Gravel,4,3,Drunk Driving
d3b00e49,2024-06-03,17:28,"Tokyo, Japan",41.042827,147.834865,Hail,Icy,2,10,Mechanical Failure
ca4f20ce,2023-07-21,22:47,"Toronto, Canada",51.204526,20.26332,Rain,Gravel,5,10,Weather Conditions
05775e26,2023-11-19,16:24,"São Paulo, Brazil",38.092922,36.260935,Rain,Gravel,1,6,Distracted Driving
2ab1b0b9,2023-06-21,02:36,"New York, USA",37.864591,135.790746,Hail,Under Construction,3,4,Speeding
69c77986,2023-07-02,16:16,"New York, USA",31.143006,-95.888291,Fog,Wet,4,1,Drunk Driving
6b48c10b,2023-08-31,01:16,"London, UK",-10.183906,-73.14568,Hail,Under Construction,2,8,Weather Conditions
6485fe56,2024-02-23,07:28,"Beijing, China",80.595791,-113.115955,Fog,Gravel,3,1,Distracted Driving
b13f6790,2023-04-17,14:29,"Sydney, Australia",22.62047,-125.660022,Snow,Icy,3,10,Weather Conditions
b1a2ede5,2024-04-24,10:12,"New York, USA",44.708836,159.192131,Clear,Icy,5,0,Drunk Driving
33e724fc,2024-08-20,05:59,"Tokyo, Japan",-46.102977,111.637459,Hail,Under Construction,2,5,Drunk Driving
006d9450,2024-08-19,05:17,"Tokyo, Japan",-21.586542,88.444726,Clear,Icy,5,9,Weather Conditions
d5cbc088,2023-06-12,14:37,"Beijing, China",64.082851,98.187688,Storm,Dry,3,8,Weather Conditions
4fbd2e64,2023-05-31,18:05,"London, UK",-42.433738,-168.67662,Snow,Wet,3,5,Reckless Driving
4eba38bc,2024-02-04,03:29,"São Paulo, Brazil",28.989791,-12.538323,Clear,Under Construction,1,6,Speeding
d9c7bf80,2023-04-09,05:18,"Sydney, Australia",87.206531,60.152939,Clear,Under Construction,1,2,Mechanical Failure
4a63d228,2024-05-21,19:12,"São Paulo, Brazil",9.960924,-12.180539,Rain,Wet,1,8,Distracted Driving
ec4befa1,2024-09-27,10:49,"São Paulo, Brazil",37.075519,-118.399951,Storm,Wet,1,3,Mechanical Failure
09163378,2024-04-09,14:20,"Sydney, Australia",33.882281,139.626695,Storm,Gravel,4,2,Mechanical Failure
ce5d4330,2023-08-28,23:51,"Beijing, China",-29.86211,29.376055,Snow,Wet,5,5,Drunk Driving
ca669c2b,2024-09-18,12:49,"Mumbai, India",44.413533,-30.408676,Fog,Icy,1,1,Distracted Driving
5b519a00,2023-05-08,06:07,"Toronto, Canada",-79.706657,171.456928,Hail,Snowy,2,7,Speeding
49b8151e,2023-04-15,19:27,"New York, USA",-78.026717,107.197687,Hail,Wet,5,6,Distracted Driving
1174f2eb,2023-03-09,05:13,"Mumbai, India",-74.152357,42.607858,Hail,Dry,5,3,Speeding
0e913afd,2024-02-17,15:06,"São Paulo, Brazil",-59.974156,-23.023325,Clear,Dry,3,6,Reckless Driving
a5788373,2024-03-09,04:56,"Beijing, China",17.602248,2.822625,Clear,Wet,2,6,Mechanical Failure
112247fb,2023-10-02,16:08,"Toronto, Canada",45.870056,-79.53146,Storm,Icy,5,8,Mechanical Failure
fdce0325,2023-04-06,11:40,"Tokyo, Japan",-1.827295,-132.39313,Hail,Icy,4,10,Reckless Driving
c008fd04,2024-10-18,17:57,"Paris, France",-74.531073,35.27365,Storm,Icy,4,0,Speeding
00c2c1f2,2023-10-20,02:55,"Paris, France",6.333998,-120.255059,Snow,Snowy,1,7,Speeding
25a60b72,2024-12-27,00:07,"Paris, France",-38.107421,112.49652,Clear,Gravel,2,6,Mechanical Failure
c2f56bbc,2024-04-12,12:22,"São Paulo, Brazil",-37.111393,70.216363,Snow,Gravel,5,10,Reckless Driving
ebe88662,2023-08-01,02:21,"Paris, France",-22.68753,-157.787356,Clear,Under Construction,2,4,Reckless Driving
7c96513e,2023-12-02,23:28,"Tokyo, Japan",14.822609,-86.699758,Clear,Dry,4,0,Reckless Driving
1b6a2027,2023-06-09,01:10,"Berlin, Germany",33.239663,-61.455183,Fog,Under Construction,1,7,Speeding
58182792,2023-08-05,06:42,"Paris, France",-17.652058,-71.81076,Clear,Icy,4,5,Weather Conditions
99f101f0,2023-01-22,09:44,"Tokyo, Japan",-26.003376,-164.218286,Fog,Under Construction,2,1,Speeding
dec2ee8c,2024-12-24,16:58,"Paris, France",-67.682318,85.986366,Hail,Wet,5,6,Reckless Driving
c1652a23,2024-04-27,08:21,"Tokyo, Japan",-61.106547,-154.157811,Snow,Icy,5,10,Drunk Driving
5565851c,2024-08-15,06:53,"Mumbai, India",-27.853778,-27.64214,Snow,Wet,1,3,Reckless Driving
e203c64f,2023-12-06,07:42,"Toronto, Canada",-52.436048,68.227518,Clear,Under Construction,5,7,Speeding
d21b6562,2024-01-17,15:40,"Paris, France",-70.091353,-109.984104,Clear,Wet,1,2,Speeding
2fd08e15,2023-06-26,00:32,"São Paulo, Brazil",13.830435,64.6424,Rain,Icy,2,8,Mechanical Failure
0344690e,2024-12-30,07:55,"Toronto, Canada",-34.559135,-12.565816,Clear,Gravel,4,4,Drunk Driving
3462c610,2024-09-02,11:50,"Mumbai, India",41.196044,15.605506,Clear,Gravel,2,10,Reckless Driving
95217460,2023-08-23,22:30,"Tokyo, Japan",6.397754,172.96136,Snow,Snowy,2,6,Mechanical Failure
ba4c5606,2024-04-14,16:26,"São Paulo, Brazil",66.729653,-8.040869,Fog,Icy,5,6,Weather Conditions
486a61df,2024-06-09,15:33,"London, UK",-79.667569,107.072741,Hail,Under Construction,4,10,Speeding
3b2d5037,2024-07-03,08:16,"Berlin, Germany",54.32861,92.203049,Clear,Snowy,5,7,Weather Conditions
cff2e46d,2024-12-28,08:11,"London, UK",-53.870836,-3.456182,Hail,Snowy,2,1,Weather Conditions
dd178658,2024-03-15,00:25,"New York, USA",-57.301776,127.831893,Storm,Under Construction,2,7,Mechanical Failure
63e1188e,2024-01-08,09:51,"Mumbai, India",-5.125534,-98.826389,Clear,Icy,1,7,Reckless Driving
e6ab6a83,2023-06-29,07:53,"São Paulo, Brazil",26.518582,110.5576,Rain,Wet,2,1,Drunk Driving
c5317d0c,2024-06-17,07:47,"Beijing, China",-74.704249,-99.289871,Hail,Dry,5,3,Speeding
9b3ade9f,2024-11-06,19:52,"São Paulo, Brazil",-51.313652,-151.698161,Clear,Icy,2,7,Drunk Driving
64e2a04b,2023-02-24,14:45,"London, UK",12.130451,172.265105,Hail,Wet,4,8,Speeding
e927880b,2023-01-09,08:47,"Sydney, Australia",11.359196,-33.884195,Hail,Wet,2,2,Reckless Driving
60fbf86c,2023-04-09,04:47,"Beijing, China",74.348546,173.722024,Hail,Icy,5,9,Drunk Driving
2f7cefd1,2023-10-08,13:56,"New York, USA",50.885227,-91.316553,Storm,Wet,1,2,Speeding
61a0e415,2023-12-29,03:30,"Paris, France",66.303216,75.534323,Rain,Wet,1,2,Speeding
cad77450,2024-11-10,08:18,"Tokyo, Japan",30.03082,-1.160942,Storm,Icy,2,1,Drunk Driving
bbc9630a,2023-09-18,17:42,"Berlin, Germany",-1.231153,9.460409,Hail,Dry,5,5,Drunk Driving
b48f2763,2024-06-27,23:50,"São Paulo, Brazil",-21.607759,-83.980638,Hail,Wet,4,0,Drunk Driving
219195c4,2023-09-20,08:21,"Sydney, Australia",-37.443361,-80.263003,Fog,Gravel,4,6,Reckless Driving
622058cb,2024-06-18,15:39,"New York, USA",50.447035,-7.915303,Clear,Icy,3,3,Mechanical Failure
2d6c2ece,2023-05-13,20:34,"Beijing, China",-86.46951,-131.941,Clear,Snowy,4,5,Weather Conditions
8d6c8c65,2024-01-26,07:38,"Sydney, Australia",-18.112114,135.046173,Hail,Dry,2,1,Drunk Driving
833fe5ef,2024-01-22,22:44,"New York, USA",-64.12642,-34.304606,Snow,Under Construction,4,7,Speeding
120c9b9f,2024-01-03,12:08,"Paris, France",78.548539,-40.589939,Clear,Icy,2,6,Speeding
7eeeec67,2023-09-30,12:49,"Tokyo, Japan",68.109896,-135.482096,Clear,Under Construction,3,2,Distracted Driving
892ef07e,2024-06-14,21:36,"Mumbai, India",-0.761419,117.604971,Hail,Dry,5,5,Reckless Driving
cd41267f,2024-06-23,15:01,"Paris, France",-10.320265,-16.014932,Rain,Under Construction,3,6,Mechanical Failure
8e693c18,2024-09-01,05:10,"Berlin, Germany",-21.766961,-96.189388,Clear,Wet,5,0,Weather Conditions
1f48cb33,2023-09-09,10:50,"Mumbai, India",-6.435993,161.276342,Snow,Wet,1,0,Reckless Driving
9248e4ce,2023-06-29,15:19,"Sydney, Australia",87.004221,-173.444927,Fog,Dry,3,8,Speeding
9b521203,2023-07-03,09:49,"Berlin, Germany",77.03645,33.249408,Snow,Icy,4,2,Drunk Driving
7033dbc9,2024-09-25,11:55,"Toronto, Canada",76.125966,-39.99824,Fog,Gravel,3,4,Drunk Driving
e1977bb4,2023-02-28,08:42,"Sydney, Australia",-78.285293,-171.430958,Rain,Snowy,1,6,Weather Conditions
29d9fc7f,2024-09-05,18:18,"Mumbai, India",52.756404,-144.326945,Rain,Gravel,3,5,Mechanical Failure
99b0b31d,2023-11-07,00:14,"Berlin, Germany",-51.427364,114.850692,Storm,Gravel,2,9,Reckless Driving
56e08fa0,2024-12-23,09:24,"São Paulo, Brazil",-41.929118,-107.266964,Rain,Dry,1,6,Drunk Driving
7c7f8de9,2024-09-30,02:40,"Sydney, Australia",-73.239149,-50.166611,Storm,Under Construction,3,3,Weather Conditions
9af06848,2024-03-23,11:42,"London, UK",38.907126,65.171499,Fog,Gravel,4,1,Speeding
28822f79,2023-02-20,13:01,"Paris, France",-74.768736,175.405175,Rain,Icy,2,6,Distracted Driving
4311f6e2,2023-08-16,08:14,"Mumbai, India",6.698669,-152.08733,Storm,Snowy,3,6,Drunk Driving
877253b0,2024-08-10,07:20,"New York, USA",82.016302,-5.702952,Storm,Dry,3,1,Weather Conditions
974ba3ae,2024-09-12,16:19,"Tokyo, Japan",-62.716472,-14.786433,Fog,Gravel,1,9,Reckless Driving
7904f5fc,2023-04-26,21:28,"Beijing, China",-3.445023,-33.560817,Hail,Snowy,5,6,Weather Conditions
673d7939,2023-02-18,14:09,"Tokyo, Japan",-25.890892,70.439197,Clear,Snowy,5,7,Weather Conditions
82a778fc,2024-05-06,00:22,"Sydney, Australia",-73.465444,-5.881619,Storm,Gravel,2,0,Reckless Driving
e6c238f7,2023-02-14,16:37,"London, UK",18.989854,107.674002,Snow,Snowy,4,9,Weather Conditions
c70828cc,2024-02-20,19:38,"Sydney, Australia",27.17675,20.711189,Storm,Wet,1,4,Mechanical Failure
351515ee,2023-11-19,05:37,"São Paulo, Brazil",51.69465,-6.086811,Clear,Gravel,5,9,Reckless Driving
84375072,2024-04-05,00:09,"London, UK",-64.1746,66.720531,Clear,Snowy,2,9,Reckless Driving
98f6a442,2024-06-19,11:03,"Toronto, Canada",41.597903,-5.661241,Rain,Icy,3,10,Mechanical Failure
ad842214,2024-10-18,09:56,"Paris, France",-10.799619,-79.728804,Clear,Wet,5,4,Mechanical Failure
e9fa92b2,2023-12-06,10:47,"Beijing, China",45.74879,-150.49831,Snow,Wet,1,5,Drunk Driving
a671f42c,2023-01-04,08:43,"New York, USA",75.694237,-131.378885,Fog,Snowy,1,1,Distracted Driving
d91af48f,2023-01-28,15:56,"Beijing, China",-88.060568,-54.679552,Hail,Gravel,5,10,Drunk Driving
d8c2d328,2023-08-05,20:49,"Mumbai, India",73.897608,-151.052405,Rain,Snowy,4,3,Weather Conditions
e7ef0767,2024-06-19,17:28,"Paris, France",-2.049219,-157.077339,Clear,Wet,1,2,Speeding
170b12bf,2024-05-19,04:18,"New York, USA",88.317038,61.495225,Snow,Dry,2,9,Drunk Driving
15f3b2a3,2024-07-13,01:54,"Paris, France",10.157843,-29.759148,Rain,Dry,5,6,Reckless Driving
77864752,2023-11-07,11:10,"Tokyo, Japan",-21.221739,100.834905,Clear,Dry,2,2,Distracted Driving
05bc3d6f,2024-08-17,08:49,"New York, USA",-77.718907,29.141193,Clear,Under Construction,2,7,Weather Conditions
fb641487,2023-08-05,04:01,"Berlin, Germany",25.488486,30.18977,Snow,Snowy,1,2,Weather Conditions
102faf0b,2024-06-10,03:25,"Mumbai, India",-31.826956,21.182745,Clear,Icy,2,10,Weather Conditions
dfa2177d,2024-04-18,17:10,"Paris, France",23.306387,115.456953,Snow,Gravel,2,0,Mechanical Failure
7b93901f,2024-05-07,05:39,"London, UK",86.780328,16.975114,Fog,Under Construction,3,9,Mechanical Failure
8dc570ef,2024-12-04,05:56,"Sydney, Australia",-16.101037,113.107004,Snow,Dry,1,8,Reckless Driving
2453cdc3,2024-10-09,02:17,"Tokyo, Japan",25.122063,54.536997,Snow,Icy,2,7,Drunk Driving
4009347f,2024-01-19,00:58,"Toronto, Canada",-30.280296,73.586493,Clear,Dry,5,1,Mechanical Failure
0c6986f3,2023-03-29,16:02,"Tokyo, Japan",-41.997979,163.61617,Hail,Icy,3,1,Weather Conditions
c1d546e7,2024-05-24,12:29,"Tokyo, Japan",67.288831,41.474243,Hail,Snowy,3,6,Speeding
560d2ec1,2023-09-30,04:37,"Paris, France",52.455945,62.921439,Hail,Wet,1,7,Mechanical Failure
effbe6dd,2024-09-29,13:32,"London, UK",30.891975,66.195686,Fog,Dry,3,6,Speeding
cf9aa181,2023-10-12,04:51,"São Paulo, Brazil",43.852994,110.635404,Fog,Under Construction,2,0,Distracted Driving
b30df2c5,2023-10-22,03:12,"Berlin, Germany",-3.667679,-176.950565,Fog,Dry,4,1,Drunk Driving
59b591df,2023-11-09,09:29,"Toronto, Canada",23.562219,-15.58989,Clear,Wet,2,4,Weather Conditions
433226e2,2024-08-19,15:31,"Toronto, Canada",26.730027,15.411184,Clear,Icy,4,6,Mechanical Failure
6ad46938,2023-07-14,08:04,"Paris, France",58.982951,165.603654,Clear,Dry,1,10,Drunk Driving
c8046b43,2024-03-07,17:18,"Sydney, Australia",-18.263616,142.177189,Rain,Gravel,5,1,Reckless Driving
8d641ae9,2023-11-04,11:34,"New York, USA",-17.114754,-52.121614,Snow,Icy,2,9,Weather Conditions
eb0aec06,2023-11-07,18:28,"London, UK",-22.561663,-58.666196,Hail,Icy,5,0,Distracted Driving
7369ed6a,2023-01-23,03:28,"Toronto, Canada",-63.0698,69.995867,Fog,Snowy,5,6,Distracted Driving
2462f480,2024-09-30,14:39,"Mumbai, India",-42.24219,-50.580311,Fog,Icy,1,2,Reckless Driving
ebfbb9ab,2023-06-28,10:23,"Beijing, China",-40.91078,-131.359489,Storm,Under Construction,1,1,Drunk Driving
6e39bff5,2023-10-26,12:00,"Mumbai, India",25.952723,-177.466837,Hail,Dry,1,2,Reckless Driving
1d04eeef,2024-10-05,00:13,"São Paulo, Brazil",-76.662177,-23.94456,Snow,Snowy,4,0,Distracted Driving
e9815202,2024-02-19,13:56,"Tokyo, Japan",-16.15584,-72.073565,Rain,Gravel,5,9,Weather Conditions
f8a157c0,2024-01-23,15:17,"Toronto, Canada",-49.912116,-177.866428,Storm,Under Construction,3,5,Weather Conditions
194a86da,2024-09-10,18:27,"Tokyo, Japan",-43.390335,82.110835,Storm,Icy,1,3,Drunk Driving
12909aba,2024-11-05,10:21,"New York, USA",28.307443,124.636108,Clear,Dry,5,7,Speeding
68624003,2023-06-16,05:23,"New York, USA",-19.651551,-36.934618,Rain,Gravel,4,3,Drunk Driving
2285a7f3,2023-09-30,05:45,"Beijing, China",65.293985,111.788108,Snow,Wet,3,0,Drunk Driving
908445ab,2023-08-21,23:20,"Toronto, Canada",-73.790538,-84.274951,Clear,Wet,2,3,Distracted Driving
3341d0b3,2024-06-27,07:13,"New York, USA",20.948759,177.438778,Snow,Under Construction,2,5,Distracted Driving
6014f237,2024-04-09,03:44,"Beijing, China",-48.845184,123.643578,Fog,Dry,5,8,Speeding
bbe654ef,2024-08-03,18:29,"Paris, France",85.599636,-114.186754,Hail,Under Construction,4,5,Speeding
d6284127,2024-09-10,02:44,"São Paulo, Brazil",-5.854818,159.774532,Hail,Gravel,2,9,Speeding
bb129b2e,2024-02-18,02:06,"Berlin, Germany",-59.87525,-59.869849,Clear,Icy,2,6,Weather Conditions
a62cf2ff,2023-10-25,10:40,"Mumbai, India",-15.043502,105.99399,Storm,Icy,3,0,Reckless Driving
41227db8,2023-04-24,07:11,"Tokyo, Japan",-25.472506,112.57524,Rain,Gravel,3,7,Mechanical Failure
bca4c7d6,2023-11-08,06:54,"Sydney, Australia",-65.463496,-9.041117,Rain,Icy,2,4,Drunk Driving
b2c15b2d,2023-09-17,20:21,"São Paulo, Brazil",-34.121823,71.570378,Rain,Gravel,2,7,Drunk Driving
5aa951c1,2023-08-22,11:37,"Berlin, Germany",9.213711,123.895856,Snow,Under Construction,1,1,Mechanical Failure
e7272534,2023-11-08,18:55,"Paris, France",-61.460777,-47.055641,Fog,Wet,5,3,Weather Conditions
0a9f9956,2023-09-06,16:28,"Tokyo, Japan",29.953948,-75.723328,Hail,Icy,3,7,Drunk Driving
ae2c822b,2024-06-01,22:14,"Sydney, Australia",-79.135161,-97.435983,Rain,Dry,5,2,Drunk Driving
772149ce,2023-01-24,15:19,"Sydney, Australia",-31.256835,-153.16465,Storm,Under Construction,2,8,Distracted Driving
fa56d715,2024-12-24,09:06,"São Paulo, Brazil",-88.561067,36.403162,Storm,Dry,4,2,Mechanical Failure
dda4fab9,2024-12-31,08:07,"Sydney, Australia",77.921887,161.707651,Hail,Snowy,3,1,Speeding
96f53563,2024-06-05,12:21,"Sydney, Australia",44.221096,-37.855599,Storm,Dry,1,2,Weather Conditions
14d2f733,2023-08-06,20:08,"Mumbai, India",45.79538,-42.891908,Rain,Icy,4,4,Drunk Driving
a3f9b9d8,2023-01-01,17:34,"Paris, France",16.836304,55.165691,Hail,Wet,2,3,Drunk Driving
49c462dd,2024-10-04,21:42,"Paris, France",49.686359,50.415381,Rain,Under Construction,1,7,Speeding
1dee89ac,2023-03-01,04:43,"Sydney, Australia",4.206035,121.45511,Clear,Under Construction,1,10,Weather Conditions
f9ebd6c9,2024-02-08,21:32,"London, UK",-60.20056,-107.136132,Snow,Snowy,2,4,Mechanical Failure
76edde5f,2023-03-17,10:09,"New York, USA",42.403218,-61.959817,Rain,Dry,1,3,Speeding
20e3a2a7,2023-07-05,12:44,"São Paulo, Brazil",21.846699,166.292373,Rain,Wet,1,1,Speeding
1717c303,2024-09-15,05:09,"Berlin, Germany",5.146608,87.423341,Storm,Wet,3,6,Distracted Driving
73556723,2024-08-17,20:03,"Toronto, Canada",69.487759,37.339062,Snow,Under Construction,3,0,Mechanical Failure
ac882bc3,2023-08-21,06:28,"Mumbai, India",-25.381741,-167.629903,Snow,Snowy,4,5,Weather Conditions
dd9e3809,2023-01-23,02:09,"Beijing, China",-58.330588,7.784596,Rain,Under Construction,1,8,Distracted Driving
2db37b7a,2024-09-22,14:10,"Beijing, China",50.797798,132.400838,Hail,Icy,1,1,Weather Conditions
a4f04b90,2024-06-17,11:36,"Mumbai, India",-65.575898,-51.776772,Rain,Dry,2,2,Weather Conditions
45c6d2ad,2023-10-05,13:16,"Toronto, Canada",-82.704716,95.86079,Hail,Wet,4,6,Reckless Driving
600990e6,2024-04-09,02:51,"Sydney, Australia",65.543113,-151.894578,Clear,Gravel,3,8,Weather Conditions
3058402e,2023-09-26,16:03,"Tokyo, Japan",24.946684,46.906486,Fog,Icy,3,7,Reckless Driving
460d0ec5,2024-03-03,23:37,"Tokyo, Japan",-9.15018,-61.454812,Snow,Wet,4,1,Reckless Driving
f43fc62c,2024-12-09,05:00,"Berlin, Germany",15.216317,45.866126,Fog,Under Construction,3,10,Drunk Driving
0d416466,2024-03-04,19:22,"Toronto, Canada",35.204126,96.293615,Fog,Snowy,5,5,Drunk Driving
70fef061,2024-03-22,18:58,"Toronto, Canada",28.233101,-107.411642,Rain,Gravel,4,6,Speeding
65de8cd2,2023-04-16,09:23,"Sydney, Australia",-21.646254,-166.142556,Snow,Gravel,4,10,Mechanical Failure
0bf8713a,2023-09-21,10:14,"London, UK",18.81811,16.287188,Rain,Icy,2,7,Weather Conditions
51fcf57d,2023-07-08,21:54,"Toronto, Canada",81.90568,100.381005,Snow,Icy,4,6,Distracted Driving
6ee2755d,2024-11-21,00:38,"São Paulo, Brazil",-43.439119,89.425076,Hail,Gravel,2,6,Reckless Driving
af7421af,2024-05-26,16:33,"Tokyo, Japan",11.225957,-176.350566,Clear,Under Construction,1,0,Weather Conditions
3164a981,2023-08-25,02:45,"Mumbai, India",-48.340081,157.461466,Clear,Snowy,4,0,Weather Conditions
46b46f6b,2023-05-08,18:03,"Toronto, Canada",-70.164014,2.119181,Snow,Dry,1,1,Speeding
9df821fb,2023-08-31,08:00,"London, UK",40.077538,7.754806,Storm,Under Construction,2,5,Reckless Driving
4eeb8530,2023-05-15,03:50,"São Paulo, Brazil",53.853484,-114.00918,Rain,Icy,1,2,Mechanical Failure
68ff90d6,2023-09-12,06:58,"Paris, France",12.069863,-47.167198,Storm,Under Construction,3,7,Speeding
d6e7b574,2023-01-30,03:57,"Toronto, Canada",-81.96538,-168.389926,Storm,Gravel,4,3,Drunk Driving
52fc7414,2024-02-27,22:15,"Berlin, Germany",67.629605,-87.608538,Rain,Gravel,3,2,Drunk Driving
b4b805dc,2023-01-05,23:27,"Tokyo, Japan",44.661939,137.431127,Hail,Dry,3,8,Distracted Driving
5e8ddb90,2023-07-14,08:10,"London, UK",58.056622,53.556231,Rain,Icy,1,5,Speeding
b4ae8728,2023-05-23,00:36,"Sydney, Australia",-30.309212,149.35219,Fog,Under Construction,3,4,Speeding
949261e9,2023-01-01,21:14,"Mumbai, India",-17.030602,-139.996451,Fog,Icy,3,8,Speeding
e75631f0,2024-03-14,15:07,"Sydney, Australia",-31.343183,-76.073749,Fog,Icy,5,3,Reckless Driving
269f4976,2023-10-30,16:24,"New York, USA",43.126956,-121.644665,Rain,Gravel,2,1,Drunk Driving
8da4783f,2024-11-17,07:07,"São Paulo, Brazil",40.066232,22.707947,Rain,Dry,5,4,Mechanical Failure
b010cd1f,2024-12-05,04:03,"Berlin, Germany",49.48394,139.711441,Fog,Wet,1,5,Drunk Driving
1dd2affd,2024-05-08,07:35,"Paris, France",78.665891,79.296957,Snow,Gravel,1,10,Drunk Driving
ff10f392,2024-04-20,15:17,"Toronto, Canada",29.643486,55.90078,Fog,Dry,5,0,Weather Conditions
dd336b1e,2024-05-02,21:40,"New York, USA",-54.506792,138.183691,Snow,Icy,3,2,Speeding
9c494426,2024-12-22,11:21,"New York, USA",-19.152371,-87.22986,Clear,Dry,1,0,Speeding
45f7942b,2023-09-13,10:58,"São Paulo, Brazil",7.220086,80.384957,Fog,Wet,3,9,Distracted Driving
2cc06910,2024-05-22,08:06,"Mumbai, India",-6.365169,-89.919613,Snow,Dry,2,10,Mechanical Failure
e71f81a7,2024-01-29,13:05,"London, UK",-31.248429,97.669058,Fog,Icy,5,1,Speeding
e7a49025,2024-10-27,23:24,"Tokyo, Japan",-83.703053,174.771981,Snow,Snowy,3,4,Drunk Driving
7a819c59,2023-09-24,20:03,"London, UK",-18.874721,71.30481,Fog,Icy,2,3,Weather Conditions
647c25fb,2024-03-19,20:28,"London, UK",43.055055,6.071048,Hail,Under Construction,1,3,Mechanical Failure
ab7626a1,2023-08-05,05:49,"Sydney, Australia",-4.367832,-156.15727,Hail,Dry,2,4,Speeding
974fddd5,2023-12-30,17:15,"Berlin, Germany",-25.754747,74.80687,Hail,Icy,4,4,Weather Conditions
0608ff17,2024-11-07,11:14,"Sydney, Australia",-80.239882,125.377427,Storm,Dry,3,6,Weather Conditions
58ad21a8,2023-01-21,14:33,"Tokyo, Japan",-33.88657,87.098022,Storm,Wet,1,8,Drunk Driving
f256476e,2023-04-27,23:45,"Beijing, China",-1.230341,152.59683,Snow,Dry,2,6,Drunk Driving
31873bfc,2024-10-04,09:29,"Beijing, China",19.968169,25.043775,Fog,Icy,4,1,Mechanical Failure
2d1d59f1,2024-09-27,20:54,"Sydney, Australia",-82.830477,43.081666,Snow,Dry,5,8,Distracted Driving
c8be6dd2,2023-04-23,03:44,"São Paulo, Brazil",8.353011,-177.360757,Rain,Under Construction,1,4,Reckless Driving
c985530e,2023-04-21,08:52,"London, UK",-17.451417,104.498968,Hail,Snowy,4,1,Reckless Driving
808bfa3d,2024-09-18,08:42,"Paris, France",-4.521101,65.606337,Clear,Under Construction,1,7,Speeding
3d0bb5fb,2024-01-16,09:15,"Toronto, Canada",30.48924,6.7207,Clear,Gravel,2,0,Reckless Driving
15df2303,2024-11-07,05:51,"São Paulo, Brazil",-41.061642,-152.97215,Storm,Gravel,5,10,Distracted Driving
e39b4535,2024-01-15,02:17,"Paris, France",86.556737,-171.676048,Storm,Icy,5,2,Mechanical Failure
ad0adbbb,2023-09-22,02:32,"London, UK",66.233788,154.063685,Hail,Gravel,5,3,Weather Conditions
579a4b30,2023-04-20,06:32,"Sydney, Australia",13.688481,-28.926082,Storm,Snowy,5,9,Weather Conditions
53739507,2024-09-15,15:13,"Beijing, China",69.89344,-146.609504,Hail,Wet,2,3,Reckless Driving
9b9894c0,2023-02-18,15:59,"Paris, France",-57.580556,-59.353988,Fog,Wet,5,3,Speeding
d26ce2c3,2023-02-08,14:46,"Mumbai, India",4.064716,-33.90041,Rain,Gravel,5,4,Mechanical Failure
6898f71e,2024-04-12,08:22,"Beijing, China",-70.874919,-61.973894,Hail,Wet,3,6,Drunk Driving
b24388e2,2024-11-12,08:58,"Tokyo, Japan",87.477154,113.751873,Storm,Snowy,1,2,Speeding
3feff2ea,2023-01-02,05:22,"São Paulo, Brazil",46.679119,-34.09761,Clear,Under Construction,3,7,Speeding
57dbcf92,2024-09-15,06:08,"Tokyo, Japan",-29.363742,-31.784408,Fog,Gravel,5,3,Speeding
051741b2,2024-03-21,12:33,"Mumbai, India",26.76607,-113.473739,Hail,Wet,5,5,Drunk Driving
f4f68544,2024-01-30,04:42,"Mumbai, India",44.321507,-82.566302,Storm,Icy,4,8,Reckless Driving
aacc1628,2023-08-01,14:21,"Toronto, Canada",-64.922058,134.203486,Rain,Under Construction,4,3,Drunk Driving
10714573,2023-02-05,18:26,"Sydney, Australia",66.740092,10.240596,Rain,Dry,4,8,Weather Conditions
3bb935cc,2023-10-31,05:18,"Beijing, China",63.939765,-64.558105,Snow,Snowy,5,8,Reckless Driving
8efb2542,2023-01-31,09:27,"Beijing, China",24.636953,164.198337,Snow,Snowy,5,2,Drunk Driving
241d2fc0,2023-02-13,04:05,"Toronto, Canada",26.622261,75.759882,Hail,Icy,2,6,Drunk Driving
20b200d3,2024-04-09,01:04,"Beijing, China",-7.65498,78.791794,Fog,Dry,2,7,Drunk Driving
fc6093e2,2024-04-15,10:53,"London, UK",-65.519708,-59.883883,Storm,Wet,2,0,Drunk Driving
6fcf3f76,2023-09-28,23:30,"Beijing, China",-64.221431,-126.384944,Fog,Wet,3,5,Reckless Driving
1e39ec5a,2024-05-23,11:44,"Tokyo, Japan",52.244555,155.159028,Hail,Wet,5,1,Weather Conditions
57637d50,2023-03-08,04:27,"Paris, France",55.406685,-128.729413,Snow,Dry,3,9,Drunk Driving
20bc8457,2024-10-24,16:49,"New York, USA",-15.98413,136.846676,Fog,Dry,3,0,Speeding
